"icon-asset","icon-name"
"shopping_cart_off","Shopping Cart Off"
"credit_card_gear","Credit Card Gear"
"pin_drop","Pin Drop"
"location_on","Location On"
"map","Map"
"home_pin","Home Pin"
"explore","Explore"
"restaurant","Restaurant"
"flag","Flag"
"my_location","My Location"
"local_fire_department","Local Fire Department"
"person_pin_circle","Person Pin Circle"
"local_mall","Local Mall"
"near_me","Near Me"
"where_to_vote","Where To Vote"
"business_center","Business Center"
"east","East"
"restaurant_menu","Restaurant Menu"
"handyman","Handyman"
"factory","Factory"
"local_library","Local Library"
"medical_services","Medical Services"
"home_work","Home Work"
"layers","Layers"
"local_activity","Local Activity"
"share_location","Share Location"
"emergency","Emergency"
"north_east","North East"
"add_location","Add Location"
"fastfood","Fastfood"
"navigation","Navigation"
"warehouse","Warehouse"
"person_pin","Person Pin"
"home_repair_service","Home Repair Service"
"local_parking","Local Parking"
"local_hospital","Local Hospital"
"local_police","Local Police"
"south","South"
"zoom_out_map","Zoom Out Map"
"location_searching","Location Searching"
"local_florist","Local Florist"
"location_away","Location Away"
"crisis_alert","Crisis Alert"
"west","West"
"local_gas_station","Local Gas Station"
"park","Park"
"maps_ugc","Maps Ugc"
"cleaning_services","Cleaning Services"
"local_atm","Local Atm"
"360","360"
"package","Package"
"electrical_services","Electrical Services"
"flag_circle","Flag Circle"
"north","North"
"add_location_alt","Add Location Alt"
"directions","Directions"
"fmd_bad","Fmd Bad"
"theater_comedy","Theater Comedy"
"local_drink","Local Drink"
"location_home","Location Home"
"local_pizza","Local Pizza"
"not_listed_location","Not Listed Location"
"local_post_office","Local Post Office"
"wine_bar","Wine Bar"
"beenhere","Beenhere"
"signpost","Signpost"
"local_convenience_store","Local Convenience Store"
"alt_route","Alt Route"
"tour","Tour"
"traffic","Traffic"
"trip_origin","Trip Origin"
"church","Church"
"local_laundry_service","Local Laundry Service"
"safety_check","Safety Check"
"ev_station","Ev Station"
"takeout_dining","Takeout Dining"
"moving","Moving"
"zoom_in_map","Zoom In Map"
"soup_kitchen","Soup Kitchen"
"pest_control","Pest Control"
"stadium","Stadium"
"transfer_within_a_station","Transfer Within A Station"
"location_off","Location Off"
"connecting_airports","Connecting Airports"
"wrong_location","Wrong Location"
"multiple_stop","Multiple Stop"
"edit_location","Edit Location"
"plumbing","Plumbing"
"mode_of_travel","Mode Of Travel"
"minor_crash","Minor Crash"
"south_east","South East"
"add_road","Add Road"
"local_pharmacy","Local Pharmacy"
"fire_truck","Fire Truck"
"castle","Castle"
"dry_cleaning","Dry Cleaning"
"set_meal","Set Meal"
"baby_changing_station","Baby Changing Station"
"edit_location_alt","Edit Location Alt"
"layers_clear","Layers Clear"
"north_west","North West"
"mosque","Mosque"
"local_car_wash","Local Car Wash"
"edit_attributes","Edit Attributes"
"run_circle","Run Circle"
"transit_enterexit","Transit Enterexit"
"sos","Sos"
"satellite","Satellite"
"edit_road","Edit Road"
"south_west","South West"
"streetview","Streetview"
"add_home","Add Home"
"kebab_dining","Kebab Dining"
"airline_stops","Airline Stops"
"fire_hydrant","Fire Hydrant"
"local_see","Local See"
"assist_walker","Assist Walker"
"add_home_work","Add Home Work"
"flight_class","Flight Class"
"remove_road","Remove Road"
"no_meals","No Meals"
"synagogue","Synagogue"
"fort","Fort"
"temple_buddhist","Temple Buddhist"
"location_disabled","Location Disabled"
"compass_calibration","Compass Calibration"
"temple_hindu","Temple Hindu"
"explore_off","Explore Off"
"pest_control_rodent","Pest Control Rodent"
"directions_alt","Directions Alt"
"near_me_disabled","Near Me Disabled"
"pergola","Pergola"
"directions_off","Directions Off"
"things_to_do","Things To Do"
"pet_supplies","Pet Supplies"
"package_2","Package 2"
"explore_nearby","Explore Nearby"
"directions_alt_off","Directions Alt Off"
"universal_local","Universal Local"
"file_map","File Map"
"moved_location","Moved Location"
"move_location","Move Location"
"move","Move"
"safety_check_off","Safety Check Off"
"moving_ministry","Moving Ministry"
"play_arrow","Play Arrow"
"play_circle","Play Circle"
"mic","Mic"
"videocam","Videocam"
"volume_up","Volume Up"
"pause","Pause"
"music_note","Music Note"
"library_books","Library Books"
"movie","Movie"
"speed","Speed"
"skip_next","Skip Next"
"replay","Replay"
"volume_off","Volume Off"
"pause_circle","Pause Circle"
"view_in_ar","View In Ar"
"fiber_manual_record","Fiber Manual Record"
"skip_previous","Skip Previous"
"stop","Stop"
"stop_circle","Stop Circle"
"equalizer","Equalizer"
"subscriptions","Subscriptions"
"video_library","Video Library"
"fast_forward","Fast Forward"
"playlist_add","Playlist Add"
"video_call","Video Call"
"repeat","Repeat"
"volume_mute","Volume Mute"
"mic_off","Mic Off"
"shuffle","Shuffle"
"hearing","Hearing"
"library_music","Library Music"
"podcasts","Podcasts"
"playlist_add_check","Playlist Add Check"
"fast_rewind","Fast Rewind"
"queue_music","Queue Music"
"sound_detection_dog_barking","Sound Detection Dog Barking"
"video_camera_front","Video Camera Front"
"subtitles","Subtitles"
"volume_down","Volume Down"
"play_pause","Play Pause"
"album","Album"
"radio","Radio"
"discover_tune","Discover Tune"
"av_timer","Av Timer"
"library_add_check","Library Add Check"
"closed_caption","Closed Caption"
"videocam_off","Videocam Off"
"stream","Stream"
"forward_10","Forward 10"
"not_started","Not Started"
"replay_10","Replay 10"
"fiber_new","Fiber New"
"playlist_play","Playlist Play"
"branding_watermark","Branding Watermark"
"text_to_speech","Text To Speech"
"recent_actors","Recent Actors"
"playlist_remove","Playlist Remove"
"interpreter_mode","Interpreter Mode"
"slow_motion_video","Slow Motion Video"
"frame_person","Frame Person"
"playlist_add_check_circle","Playlist Add Check Circle"
"settings_voice","Settings Voice"
"video_settings","Video Settings"
"featured_play_list","Featured Play List"
"sound_detection_loud_sound","Sound Detection Loud Sound"
"audio_file","Audio File"
"lyrics","Lyrics"
"play_lesson","Play Lesson"
"hd","Hd"
"repeat_one","Repeat One"
"high_quality","High Quality"
"call_to_action","Call To Action"
"add_to_queue","Add To Queue"
"music_off","Music Off"
"video_camera_back","Video Camera Back"
"spatial_audio_off","Spatial Audio Off"
"shuffle_on","Shuffle On"
"playlist_add_circle","Playlist Add Circle"
"volume_down_alt","Volume Down Alt"
"featured_video","Featured Video"
"hearing_disabled","Hearing Disabled"
"replay_5","Replay 5"
"repeat_on","Repeat On"
"queue_play_next","Queue Play Next"
"speech_to_text","Speech To Text"
"spatial_audio","Spatial Audio"
"art_track","Art Track"
"explicit","Explicit"
"airplay","Airplay"
"4k","4k"
"forward_30","Forward 30"
"forward_5","Forward 5"
"music_video","Music Video"
"replay_30","Replay 30"
"spatial_tracking","Spatial Tracking"
"control_camera","Control Camera"
"closed_caption_disabled","Closed Caption Disabled"
"digital_out_of_home","Digital Out Of Home"
"brand_awareness","Brand Awareness"
"video_label","Video Label"
"fiber_smart_record","Fiber Smart Record"
"play_disabled","Play Disabled"
"repeat_one_on","Repeat One On"
"sd","Sd"
"broadcast_on_personal","Broadcast On Personal"
"missed_video_call","Missed Video Call"
"surround_sound","Surround Sound"
"fiber_pin","Fiber Pin"
"10k","10k"
"60fps","60fps"
"sound_detection_glass_break","Sound Detection Glass Break"
"remove_from_queue","Remove From Queue"
"broadcast_on_home","Broadcast On Home"
"fiber_dvr","Fiber Dvr"
"30fps","30fps"
"4k_plus","4k Plus"
"video_stable","Video Stable"
"8k","8k"
"1k","1k"
"instant_mix","Instant Mix"
"privacy","Privacy"
"8k_plus","8k Plus"
"2k","2k"
"7k","7k"
"1k_plus","1k Plus"
"9k_plus","9k Plus"
"9k","9k"
"5k","5k"
"voice_selection","Voice Selection"
"6k","6k"
"2k_plus","2k Plus"
"5k_plus","5k Plus"
"6k_plus","6k Plus"
"3k","3k"
"3k_plus","3k Plus"
"7k_plus","7k Plus"
"ar_on_you","Ar On You"
"music_cast","Music Cast"
"no_sound","No Sound"
"genres","Genres"
"video_search","Video Search"
"cinematic_blur","Cinematic Blur"
"video_camera_front_off","Video Camera Front Off"
"hangout_video","Hangout Video"
"media_link","Media Link"
"artist","Artist"
"movie_edit","Movie Edit"
"autoplay","Autoplay"
"resume","Resume"
"autopause","Autopause"
"mic_double","Mic Double"
"forward_media","Forward Media"
"audio_description","Audio Description"
"ar_stickers","Ar Stickers"
"movie_info","Movie Info"
"select_to_speak","Select To Speak"
"forward_circle","Forward Circle"
"full_hd","Full Hd"
"2d","2d"
"hangout_video_off","Hangout Video Off"
"autostop","Autostop"
"view_in_ar_off","View In Ar Off"
"sound_sampler","Sound Sampler"
"speed_0_5","Speed 0 5"
"frame_person_off","Frame Person Off"
"speed_2x","Speed 2x"
"speed_1_5","Speed 1 5"
"speed_1_2","Speed 1 2"
"local_shipping","Local Shipping"
"directions_car","Directions Car"
"flight","Flight"
"directions_run","Directions Run"
"directions_walk","Directions Walk"
"flight_takeoff","Flight Takeoff"
"directions_bus","Directions Bus"
"train","Train"
"directions_bike","Directions Bike"
"airport_shuttle","Airport Shuttle"
"pedal_bike","Pedal Bike"
"directions_boat","Directions Boat"
"two_wheeler","Two Wheeler"
"agriculture","Agriculture"
"local_taxi","Local Taxi"
"sailing","Sailing"
"electric_car","Electric Car"
"flight_land","Flight Land"
"hail","Hail"
"no_crash","No Crash"
"commute","Commute"
"motorcycle","Motorcycle"
"car_crash","Car Crash"
"tram","Tram"
"departure_board","Departure Board"
"subway","Subway"
"electric_moped","Electric Moped"
"turn_right","Turn Right"
"electric_scooter","Electric Scooter"
"fork_right","Fork Right"
"directions_subway","Directions Subway"
"tire_repair","Tire Repair"
"electric_bike","Electric Bike"
"rv_hookup","Rv Hookup"
"turn_left","Turn Left"
"bus_alert","Bus Alert"
"transportation","Transportation"
"airlines","Airlines"
"taxi_alert","Taxi Alert"
"u_turn_left","U Turn Left"
"directions_railway","Directions Railway"
"electric_rickshaw","Electric Rickshaw"
"turn_slight_right","Turn Slight Right"
"u_turn_right","U Turn Right"
"fork_left","Fork Left"
"railway_alert","Railway Alert"
"bike_scooter","Bike Scooter"
"turn_sharp_right","Turn Sharp Right"
"turn_slight_left","Turn Slight Left"
"no_transfer","No Transfer"
"snowmobile","Snowmobile"
"turn_sharp_left","Turn Sharp Left"
"flightsmode","Flightsmode"
"swap_driving_apps_wheel","Swap Driving Apps Wheel"
"swap_driving_apps","Swap Driving Apps"
"ambulance","Ambulance"
"auto_towing","Auto Towing"
"auto_transmission","Auto Transmission"
"car_tag","Car Tag"
"school","School"
"campaign","Campaign"
"construction","Construction"
"engineering","Engineering"
"volunteer_activism","Volunteer Activism"
"science","Science"
"sports_esports","Sports Esports"
"confirmation_number","Confirmation Number"
"real_estate_agent","Real Estate Agent"
"cake","Cake"
"self_improvement","Self Improvement"
"sports_soccer","Sports Soccer"
"air","Air"
"biotech","Biotech"
"water","Water"
"hiking","Hiking"
"architecture","Architecture"
"sports_score","Sports Score"
"personal_injury","Personal Injury"
"sports_basketball","Sports Basketball"
"waves","Waves"
"theaters","Theaters"
"sports_tennis","Sports Tennis"
"switch_account","Switch Account"
"nights_stay","Nights Stay"
"sports_gymnastics","Sports Gymnastics"
"how_to_vote","How To Vote"
"sports_motorsports","Sports Motorsports"
"backpack","Backpack"
"experiment","Experiment"
"sports_kabaddi","Sports Kabaddi"
"surfing","Surfing"
"piano","Piano"
"sports","Sports"
"toys","Toys"
"sports_volleyball","Sports Volleyball"
"camping","Camping"
"sports_baseball","Sports Baseball"
"sports_martial_arts","Sports Martial Arts"
"swords","Swords"
"downhill_skiing","Downhill Skiing"
"scoreboard","Scoreboard"
"kayaking","Kayaking"
"phishing","Phishing"
"sports_handball","Sports Handball"
"sports_football","Sports Football"
"skateboarding","Skateboarding"
"trophy","Trophy"
"sports_golf","Sports Golf"
"toys_fan","Toys Fan"
"sports_cricket","Sports Cricket"
"nordic_walking","Nordic Walking"
"roller_skating","Roller Skating"
"kitesurfing","Kitesurfing"
"rowing","Rowing"
"featured_seasonal_and_gifts","Featured Seasonal And Gifts"
"scuba_diving","Scuba Diving"
"storm","Storm"
"sports_mma","Sports Mma"
"paragliding","Paragliding"
"snowboarding","Snowboarding"
"sports_hockey","Sports Hockey"
"ice_skating","Ice Skating"
"snowshoeing","Snowshoeing"
"sports_rugby","Sports Rugby"
"sledding","Sledding"
"family_link","Family Link"
"piano_off","Piano Off"
"no_backpack","No Backpack"
"rewarded_ads","Rewarded Ads"
"ifl","Ifl"
"sprint","Sprint"
"steps","Steps"
"ecg_heart","Ecg Heart"
"health_metrics","Health Metrics"
"toys_and_games","Toys And Games"
"mindfulness","Mindfulness"
"readiness_score","Readiness Score"
"exercise","Exercise"
"cake_add","Cake Add"
"service_toolbox","Service Toolbox"
"person_celebrate","Person Celebrate"
"person_play","Person Play"
"sports_and_outdoors","Sports And Outdoors"
"stress_management","Stress Management"
"laps","Laps"
"floor","Floor"
"newsstand","Newsstand"
"menstrual_health","Menstrual Health"
"pace","Pace"
"azm","Azm"
"distance","Distance"
"relax","Relax"
"avg_pace","Avg Pace"
"bath_private","Bath Private"
"play_shapes","Play Shapes"
"water_full","Water Full"
"water_medium","Water Medium"
"avg_time","Avg Time"
"interactive_space","Interactive Space"
"onsen","Onsen"
"bath_outdoor","Bath Outdoor"
"eda","Eda"
"fertile","Fertile"
"spo2","Spo2"
"elevation","Elevation"
"podiatry","Podiatry"
"bia","Bia"
"cleaning","Cleaning"
"hr_resting","Hr Resting"
"science_off","Science Off"
"glass_cup","Glass Cup"
"bath_public_large","Bath Public Large"
"water_loss","Water Loss"
"check_in_out","Check In Out"
"monitor_weight_loss","Monitor Weight Loss"
"monitor_weight_gain","Monitor Weight Gain"
"sauna","Sauna"
"sleep_score","Sleep Score"
"physical_therapy","Physical Therapy"
"phone_iphone","Phone iPhone"
"save","Save"
"smartphone","Smartphone"
"print","Print"
"keyboard_arrow_down","Keyboard Arrow Down"
"computer","Computer"
"devices","Devices"
"desktop_windows","Desktop Windows"
"smart_display","Smart Display"
"dns","Dns"
"keyboard_backspace","Keyboard Backspace"
"headphones","Headphones"
"smart_toy","Smart Toy"
"phone_android","Phone Android"
"memory","Memory"
"keyboard_arrow_right","Keyboard Arrow Right"
"keyboard","Keyboard"
"live_tv","Live Tv"
"laptop_mac","Laptop Mac"
"tv","Tv"
"headset_mic","Headset Mic"
"keyboard_arrow_up","Keyboard Arrow Up"
"device_thermostat","Device Thermostat"
"balance","Balance"
"mouse","Mouse"
"route","Route"
"point_of_sale","Point Of Sale"
"laptop_chromebook","Laptop Chromebook"
"keyboard_arrow_left","Keyboard Arrow Left"
"keyboard_return","Keyboard Return"
"watch","Watch"
"power","Power"
"laptop_windows","Laptop Windows"
"developer_board","Developer Board"
"router","Router"
"display_settings","Display Settings"
"scale","Scale"
"cast","Cast"
"book_online","Book Online"
"developer_mode","Developer Mode"
"fax","Fax"
"videogame_asset","Videogame Asset"
"cast_for_education","Cast For Education"
"device_hub","Device Hub"
"straight","Straight"
"mobile_friendly","Mobile Friendly"
"screen_search_desktop","Screen Search Desktop"
"desktop_mac","Desktop Mac"
"settings_input_antenna","Settings Input Antenna"
"settings_ethernet","Settings Ethernet"
"monitor","Monitor"
"devices_other","Devices Other"
"send_to_mobile","Send To Mobile"
"important_devices","Important Devices"
"tablet_mac","Tablet Mac"
"system_update","System Update"
"settings_remote","Settings Remote"
"monitor_weight","Monitor Weight"
"screen_rotation","Screen Rotation"
"screen_share","Screen Share"
"keyboard_alt","Keyboard Alt"
"settings_input_component","Settings Input Component"
"sim_card","Sim Card"
"speaker","Speaker"
"merge","Merge"
"connected_tv","Connected Tv"
"tablet","Tablet"
"keyboard_tab","Keyboard Tab"
"vibration","Vibration"
"power_off","Power Off"
"screenshot_monitor","Screenshot Monitor"
"remember_me","Remember Me"
"browser_updated","Browser Updated"
"security_update_good","Security Update Good"
"sd_card","Sd Card"
"cast_connected","Cast Connected"
"device_unknown","Device Unknown"
"tablet_android","Tablet Android"
"charging_station","Charging Station"
"phonelink_setup","Phonelink Setup"
"punch_clock","Punch Clock"
"screenshot","Screenshot"
"scanner","Scanner"
"settings_input_hdmi","Settings Input Hdmi"
"stay_current_portrait","Stay Current Portrait"
"tap_and_play","Tap And Play"
"print_disabled","Print Disabled"
"keyboard_hide","Keyboard Hide"
"security_update_warning","Security Update Warning"
"keyboard_capslock","Keyboard Capslock"
"speaker_group","Speaker Group"
"disc_full","Disc Full"
"app_blocking","App Blocking"
"mobile_screen_share","Mobile Screen Share"
"sd_card_alert","Sd Card Alert"
"aod","Aod"
"tty","Tty"
"add_to_home_screen","Add To Home Screen"
"lift_to_talk","Lift To Talk"
"earbuds","Earbuds"
"perm_device_information","Perm Device Information"
"stop_screen_share","Stop Screen Share"
"mobile_off","Mobile Off"
"headset_off","Headset Off"
"desktop_access_disabled","Desktop Access Disabled"
"screen_lock_portrait","Screen Lock Portrait"
"offline_share","Offline Share"
"reset_tv","Reset Tv"
"adf_scanner","Adf Scanner"
"headphones_battery","Headphones Battery"
"dock","Dock"
"roundabout_right","Roundabout Right"
"settop_component","Settop Component"
"watch_off","Watch Off"
"settings_input_svideo","Settings Input Svideo"
"smart_screen","Smart Screen"
"stay_current_landscape","Stay Current Landscape"
"chromecast_device","Chromecast Device"
"settings_cell","Settings Cell"
"home_max","Home Max"
"earbuds_battery","Earbuds Battery"
"power_input","Power Input"
"no_sim","No Sim"
"ramp_right","Ramp Right"
"screen_lock_landscape","Screen Lock Landscape"
"roundabout_left","Roundabout Left"
"stay_primary_portrait","Stay Primary Portrait"
"open_in_phone","Open In Phone"
"stay_primary_landscape","Stay Primary Landscape"
"developer_board_off","Developer Board Off"
"tv_off","Tv Off"
"phonelink_off","Phonelink Off"
"home_mini","Home Mini"
"ramp_left","Ramp Left"
"screen_lock_rotation","Screen Lock Rotation"
"videogame_asset_off","Videogame Asset Off"
"aod_tablet","Aod Tablet"
"robot","Robot"
"gamepad","Gamepad"
"devices_wearables","Devices Wearables"
"robot_2","Robot 2"
"google_home_devices","Google Home Devices"
"joystick","Joystick"
"rear_camera","Rear Camera"
"tv_options_edit_channels","Tv Options Edit Channels"
"app_promo","App Promo"
"jamboard_kiosk","Jamboard Kiosk"
"touchpad_mouse","Touchpad Mouse"
"developer_mode_tv","Developer Mode Tv"
"mimo","Mimo"
"memory_alt","Memory Alt"
"tv_signin","Tv Signin"
"lightning_stand","Lightning Stand"
"tv_options_input_settings","Tv Options Input Settings"
"mimo_disconnect","Mimo Disconnect"
"camera_video","Camera Video"
"devices_off","Devices Off"
"aod_watch","Aod Watch"
"hard_drive","Hard Drive"
"tv_guide","Tv Guide"
"ecg","Ecg"
"night_sight_max","Night Sight Max"
"media_output","Media Output"
"stream_apps","Stream Apps"
"general_device","General Device"
"reset_wrench","Reset Wrench"
"assistant_device","Assistant Device"
"missing_controller","Missing Controller"
"touchpad_mouse_off","Touchpad Mouse Off"
"keyboard_tab_rtl","Keyboard Tab Rtl"
"security_key","Security Key"
"tv_remote","Tv Remote"
"open_jam","Open Jam"
"cast_warning","Cast Warning"
"deskphone","Deskphone"
"hard_drive_2","Hard Drive 2"
"screenshot_tablet","Screenshot Tablet"
"cast_pause","Cast Pause"
"pacemaker","Pacemaker"
"watch_wake","Watch Wake"
"audio_video_receiver","Audio Video Receiver"
"lda","Lda"
"media_output_off","Media Output Off"
"p2p","P2p"
"print_connect","Print Connect"
"print_error","Print Error"
"print_add","Print Add"
"print_lock","Print Lock"
"ventilator","Ventilator"
"watch_button_press","Watch Button Press"
"dark_mode","Dark Mode"
"light_mode","Light Mode"
"wifi","Wifi"
"signal_cellular_alt","Signal Cellular Alt"
"password","Password"
"widgets","Widgets"
"android","Android"
"storage","Storage"
"pin","Pin"
"rss_feed","Rss Feed"
"battery_full","Battery Full"
"wifi_off","Wifi Off"
"bluetooth","Bluetooth"
"battery_charging_full","Battery Charging Full"
"thermostat","Thermostat"
"dvr","Dvr"
"graphic_eq","Graphic Eq"
"nightlight","Nightlight"
"battery_5_bar","Battery 5 Bar"
"signal_wifi_4_bar","Signal Wifi 4 Bar"
"gpp_maybe","Gpp Maybe"
"cable","Cable"
"gpp_bad","Gpp Bad"
"data_usage","Data Usage"
"signal_cellular_4_bar","Signal Cellular 4 Bar"
"battery_4_bar","Battery 4 Bar"
"radar","Radar"
"battery_full_alt","Battery Full Alt"
"airplanemode_active","Airplanemode Active"
"cameraswitch","Cameraswitch"
"battery_0_bar","Battery 0 Bar"
"wallpaper","Wallpaper"
"flashlight_on","Flashlight On"
"signal_disconnected","Signal Disconnected"
"network_check","Network Check"
"battery_6_bar","Battery 6 Bar"
"charger","Charger"
"wifi_tethering","Wifi Tethering"
"sim_card_download","Sim Card Download"
"usb","Usb"
"quick_phrases","Quick Phrases"
"splitscreen","Splitscreen"
"adb","ADB"
"battery_3_bar","Battery 3 Bar"
"battery_1_bar","Battery 1 Bar"
"network_wifi_3_bar","Network Wifi 3 Bar"
"battery_alert","Battery Alert"
"battery_low","Battery Low"
"network_wifi","Network Wifi"
"bluetooth_searching","Bluetooth Searching"
"bluetooth_connected","Bluetooth Connected"
"wifi_find","Wifi Find"
"5g","5g"
"brightness_high","Brightness High"
"battery_2_bar","Battery 2 Bar"
"network_cell","Network Cell"
"nfc","Nfc"
"pattern","Pattern"
"data_saver_on","Data Saver On"
"bluetooth_disabled","Bluetooth Disabled"
"signal_wifi_statusbar_not_connected","Signal Wifi Statusbar Not Connected"
"signal_cellular_3_bar","Signal Cellular 3 Bar"
"signal_wifi_bad","Signal Wifi Bad"
"network_wifi_2_bar","Network Wifi 2 Bar"
"network_wifi_1_bar","Network Wifi 1 Bar"
"noise_control_off","Noise Control Off"
"brightness_medium","Brightness Medium"
"signal_wifi_off","Signal Wifi Off"
"mode_standby","Mode Standby"
"brightness_low","Brightness Low"
"battery_very_low","Battery Very Low"
"mobiledata_off","Mobiledata Off"
"signal_wifi_0_bar","Signal Wifi 0 Bar"
"battery_charging_80","Battery Charging 80"
"battery_saver","Battery Saver"
"battery_charging_20","Battery Charging 20"
"battery_charging_90","Battery Charging 90"
"grid_4x4","Grid 4x4"
"flashlight_off","Flashlight Off"
"battery_unknown","Battery Unknown"
"signal_wifi_statusbar_null","Signal Wifi Statusbar Null"
"battery_charging_50","Battery Charging 50"
"settings_system_daydream","Settings System Daydream"
"signal_cellular_2_bar","Signal Cellular 2 Bar"
"screen_rotation_alt","Screen Rotation Alt"
"wifi_calling_3","Wifi Calling 3"
"signal_cellular_1_bar","Signal Cellular 1 Bar"
"wifi_lock","Wifi Lock"
"4g_mobiledata","4g Mobiledata"
"badge_critical_battery","Badge Critical Battery"
"noise_aware","Noise Aware"
"signal_cellular_connected_no_internet_0_bar","Signal Cellular Connected No Internet 0 Bar"
"do_not_disturb_on_total_silence","Do Not Disturb On Total Silence"
"battery_charging_60","Battery Charging 60"
"nearby_error","Nearby Error"
"signal_cellular_0_bar","Signal Cellular 0 Bar"
"battery_charging_30","Battery Charging 30"
"signal_cellular_connected_no_internet_4_bar","Signal Cellular Connected No Internet 4 Bar"
"network_ping","Network Ping"
"brightness_auto","Brightness Auto"
"wifi_tethering_error","Wifi Tethering Error"
"edgesensor_high","Edgesensor High"
"1x_mobiledata","1x Mobiledata"
"wifi_calling_1","Wifi Calling 1"
"signal_cellular_nodata","Signal Cellular Nodata"
"wifi_2_bar","Wifi 2 Bar"
"grid_3x3","Grid 3x3"
"lte_mobiledata","LTE Mobiledata"
"airplanemode_inactive","Airplanemode Inactive"
"perm_data_setting","Perm Data Setting"
"devices_fold","Devices Fold"
"signal_cellular_alt_2_bar","Signal Cellular Alt 2 Bar"
"bluetooth_drive","Bluetooth Drive"
"perm_scan_wifi","Perm Scan Wifi"
"network_locked","Network Locked"
"4g_plus_mobiledata","4g Plus Mobiledata"
"media_bluetooth_on","Media Bluetooth On"
"wifi_calling_2","Wifi Calling 2"
"signal_cellular_off","Signal Cellular Off"
"timer_10_select","Timer 10 Select"
"wifi_tethering_off","Wifi Tethering Off"
"edgesensor_low","Edgesensor Low"
"signal_cellular_alt_1_bar","Signal Cellular Alt 1 Bar"
"wifi_1_bar","Wifi 1 Bar"
"3g_mobiledata","3g Mobiledata"
"usb_off","Usb Off"
"apk_install","Apk Install"
"signal_cellular_null","Signal Cellular Null"
"lte_plus_mobiledata","LTE Plus Mobiledata"
"ios","iOS"
"grid_goldenratio","Grid Goldenratio"
"g_mobiledata","G Mobiledata"
"portable_wifi_off","Portable Wifi Off"
"noise_control_on","Noise Control On"
"media_bluetooth_off","Media Bluetooth Off"
"timer_3_select","Timer 3 Select"
"apk_document","Apk Document"
"e_mobiledata","E Mobiledata"
"nearby_off","Nearby Off"
"h_mobiledata","H Mobiledata"
"r_mobiledata","R Mobiledata"
"h_plus_mobiledata","H Plus Mobiledata"
"dock_to_left","Dock To Left"
"dual_screen","Dual Screen"
"stylus_note","Stylus Note"
"bigtop_updates","Bigtop Updates"
"stylus","Stylus"
"overview_key","Overview Key"
"nearby","Nearby"
"brightness_alert","Brightness Alert"
"dock_to_right","Dock To Right"
"screen_record","Screen Record"
"screenshot_region","Screenshot Region"
"screenshot_frame","Screenshot Frame"
"brightness_empty","Brightness Empty"
"network_wifi_3_bar_locked","Network Wifi 3 Bar Locked"
"battery_status_good","Battery Status Good"
"display_external_input","Display External Input"
"splitscreen_left","Splitscreen Left"
"keyboard_keys","Keyboard Keys"
"magnify_docked","Magnify Docked"
"screenshot_keyboard","Screenshot Keyboard"
"splitscreen_right","Splitscreen Right"
"battery_error","Battery Error"
"battery_plus","Battery Plus"
"keyboard_external_input","Keyboard External Input"
"magnify_fullscreen","Magnify Fullscreen"
"screen_rotation_up","Screen Rotation Up"
"1x_mobiledata_badge","1x Mobiledata Badge"
"keyboard_off","Keyboard Off"
"wallpaper_slideshow","Wallpaper Slideshow"
"dock_to_bottom","Dock To Bottom"
"network_wifi_2_bar_locked","Network Wifi 2 Bar Locked"
"5g_mobiledata_badge","5g Mobiledata Badge"
"network_wifi_locked","Network Wifi Locked"
"keyboard_capslock_badge","Keyboard Capslock Badge"
"backlight_low","Backlight Low"
"battery_change","Battery Change"
"keyboard_previous_language","Keyboard Previous Language"
"network_wifi_1_bar_locked","Network Wifi 1 Bar Locked"
"splitscreen_bottom","Splitscreen Bottom"
"backlight_high","Backlight High"
"keyboard_full","Keyboard Full"
"splitscreen_top","Splitscreen Top"
"wifi_home","Wifi Home"
"wifi_notification","Wifi Notification"
"h_plus_mobiledata_badge","H Plus Mobiledata Badge"
"keyboard_onscreen","Keyboard Onscreen"
"lte_mobiledata_badge","LTE Mobiledata Badge"
"splitscreen_vertical_add","Splitscreen Vertical Add"
"3g_mobiledata_badge","3g Mobiledata Badge"
"4g_mobiledata_badge","4g Mobiledata Badge"
"backlight_high_off","Backlight High Off"
"e_mobiledata_badge","E Mobiledata Badge"
"g_mobiledata_badge","G Mobiledata Badge"
"grid_3x3_off","Grid 3x3 Off"
"h_mobiledata_badge","H Mobiledata Badge"
"lte_plus_mobiledata_badge","LTE Plus Mobiledata Badge"
"splitscreen_add","Splitscreen Add"
"battery_share","Battery Share"
"ev_mobiledata_badge","Ev Mobiledata Badge"
"signal_cellular_pause","Signal Cellular Pause"
"badge","Badge"
"verified_user","Verified User"
"admin_panel_settings","Admin Panel Settings"
"report","Report"
"security","Security"
"vpn_key","Vpn Key"
"shield","Shield"
"policy","Policy"
"exclamation","Exclamation"
"privacy_tip","Privacy Tip"
"assured_workload","Assured Workload"
"vpn_lock","Vpn Lock"
"disabled_visible","Disabled Visible"
"e911_emergency","E911 Emergency"
"enhanced_encryption","Enhanced Encryption"
"private_connectivity","Private Connectivity"
"vpn_key_off","Vpn Key Off"
"add_moderator","Add Moderator"
"encrypted","Encrypted"
"no_encryption","No Encryption"
"sync_lock","Sync Lock"
"key_visualizer","Key Visualizer"
"wifi_password","Wifi Password"
"remove_moderator","Remove Moderator"
